Customer_ID,Appliance_Type,Power_Rating,Usage_Duration,Usage_Time_Start,Usage_Time_End,User_Preferences,Seasonal_Variation
446,Dishwasher,1353,4.26,0,4,High Performance,High
447,Microwave,1421,3.01,19,22,Balanced,Medium
448,Microwave,874,6.24,2,8,Energy Saving,Medium
449,Heater,2365,1.84,17,18,Energy Saving,Medium
450,TV,169,4.39,6,10,Energy Saving,High
451,Washing Machine,561,1.26,22,23,High Performance,Low
452,Washing Machine,544,0.51,3,3,Balanced,High
453,Air Conditioner,3407,4.45,1,5,Energy Saving,High
454,Air Conditioner,2974,1.32,17,18,Energy Saving,High
455,Fridge,163,4.15,13,17,Balanced,Low
456,TV,318,7.99,8,15,Balanced,Low
457,Heater,1557,1.88,23,0,Energy Saving,High
458,Fridge,186,5.91,23,4,Balanced,Medium
459,Microwave,1117,6.08,3,9,Balanced,Low
460,Air Conditioner,2476,7.92,1,8,High Performance,Low
461,Dishwasher,1659,0.9,5,5,Energy Saving,High
462,Microwave,950,1.63,1,2,Balanced,High
463,Heater,1909,2.91,11,13,Balanced,Medium
464,Microwave,1099,5.49,3,8,High Performance,Medium
465,Heater,1359,2.89,10,12,Energy Saving,High
466,Fridge,190,6.8,0,6,Balanced,High
467,Microwave,1269,1.39,3,4,Balanced,High
468,Dishwasher,1581,2.54,22,0,Energy Saving,High
469,Air Conditioner,2217,5.45,17,22,Balanced,High
470,Fridge,142,1.62,14,15,Energy Saving,Low
471,Fridge,125,1.95,16,17,Energy Saving,High
472,Washing Machine,829,1.0,2,3,Energy Saving,High
473,Washing Machine,583,2.87,0,2,Balanced,Medium
474,TV,385,2.75,18,20,High Performance,High
475,Heater,2439,1.58,9,10,Energy Saving,Low
476,Washing Machine,608,4.65,3,7,Balanced,Low
477,Heater,2011,7.18,12,19,Energy Saving,High
478,Washing Machine,943,3.38,16,19,Energy Saving,Medium
479,Air Conditioner,3388,3.89,8,11,Balanced,Medium
480,Washing Machine,818,0.9,9,9,High Performance,Low
481,Washing Machine,910,1.58,18,19,Balanced,High
482,Dishwasher,1615,5.03,1,6,Energy Saving,High
483,Air Conditioner,3406,4.09,18,22,Balanced,Medium
484,Computer,336,3.34,21,0,Energy Saving,Medium
485,Air Conditioner,2001,5.6,4,9,Energy Saving,Medium
486,Microwave,1203,5.64,22,3,Balanced,High
487,Microwave,976,2.55,12,14,Energy Saving,Medium
488,Air Conditioner,3333,5.98,16,21,Energy Saving,Medium
489,Heater,1683,2.13,2,4,Balanced,Medium
490,TV,307,4.91,13,17,Balanced,Medium
491,Fridge,187,5.8,10,15,High Performance,Low
492,TV,267,6.31,19,1,Balanced,High
493,TV,260,1.86,14,15,Balanced,High
494,Washing Machine,597,3.35,8,11,Energy Saving,Low
495,Computer,396,3.15,12,15,High Performance,High
496,Computer,369,2.53,13,15,Balanced,Medium
497,Heater,1690,3.6,13,16,Energy Saving,Medium
498,Dishwasher,1435,3.62,3,6,Balanced,Low
499,Heater,2142,7.45,10,17,Energy Saving,Medium
500,Microwave,1461,3.14,0,3,Energy Saving,Low
501,Washing Machine,884,1.02,5,6,Energy Saving,Low
502,Washing Machine,974,7.53,0,7,High Performance,Low
503,Heater,1959,3.39,1,4,High Performance,Low
504,TV,130,3.99,20,23,Balanced,Low
505,Washing Machine,726,3.0,13,16,Balanced,Medium
506,Microwave,1193,2.15,5,7,High Performance,High
507,Fridge,131,4.14,18,22,Balanced,Low
508,Heater,2252,5.64,7,12,High Performance,Medium
509,Heater,1450,6.95,3,9,Balanced,Medium
510,Heater,1201,1.62,21,22,Energy Saving,High
511,Air Conditioner,1596,4.49,13,17,Balanced,Low
512,Fridge,171,6.5,6,12,Energy Saving,Medium
513,Microwave,850,2.83,23,1,High Performance,Medium
514,Air Conditioner,2701,5.16,15,20,Energy Saving,High
515,Washing Machine,881,4.22,8,12,Balanced,Medium
516,Fridge,112,0.91,13,13,Energy Saving,Medium
517,Dishwasher,1464,5.52,8,13,Balanced,Low
518,Dishwasher,1310,1.6,1,2,Energy Saving,High
519,Microwave,848,2.62,17,19,Balanced,High
520,Air Conditioner,2319,7.23,0,7,Energy Saving,High
521,Computer,234,4.58,20,0,Energy Saving,Low
522,Microwave,1103,6.87,2,8,High Performance,Low
523,Microwave,1010,5.0,7,12,Energy Saving,Low
